incident_id,category,priority,technician,location,created_date,resolved_date,resolution_time_hours,steps_taken,customer_satisfaction,description
INC00122,Security,Low,Tech_013,Sydney,2025-09-18 14:22:13,2025-09-21 20:48:38,78.44,Security Testing | Vulnerability Assessment | Initial Assessment,Neutral,Security incident in Sydney handled by Tech_013
INC00123,Network,High,Tech_005,London,2025-10-09 14:22:13,2025-10-10 00:06:29,9.74,Configuration Check | Documentation | User Notification | Root Cause Analysis | Initial Assessment | Solution Implementation,Very Satisfied,Network incident in London handled by Tech_005
INC00124,Hardware,Medium,Tech_005,Sydney,2025-08-26 14:22:13,2025-08-28 14:54:11,48.53,Hardware Diagnostics | System Testing | Closure | Component Testing | Initial Assessment | User Training,Satisfied,Hardware incident in Sydney handled by Tech_005
INC00125,Security,Critical,Tech_003,New York,2025-08-19 14:22:13,2025-08-19 19:53:46,5.53,User Notification | Initial Assessment | Vulnerability Assessment | Security Testing | Security Scan | Threat Analysis | Documentation,Very Satisfied,Security incident in New York handled by Tech_003
INC00126,User Support,High,Tech_008,Sydney,2025-09-15 14:22:13,2025-09-15 22:07:00,7.75,User Interview | Satisfaction Survey | User Training | Initial Assessment | Implementation | Documentation | Follow-up | Closure,Dissatisfied,User Support incident in Sydney handled by Tech_008
INC00127,Network,Critical,Tech_012,Tokyo,2025-08-25 14:22:13,2025-08-25 15:27:06,1.08,Solution Implementation | Hardware Inspection | Network Diagnostics,Neutral,Network incident in Tokyo handled by Tech_012
INC00128,Application,Low,Tech_012,Sydney,2025-09-20 14:22:13,2025-09-28 04:48:07,182.43,Closure | Deployment | Documentation | Database Check,Satisfied,Application incident in Sydney handled by Tech_012
INC00129,Network,Critical,Tech_002,Tokyo,2025-09-29 14:22:13,2025-09-29 15:35:22,1.22,Initial Assessment | Solution Implementation | Root Cause Analysis | Documentation,Dissatisfied,Network incident in Tokyo handled by Tech_002
INC00130,User Support,Critical,Tech_009,New York,2025-08-24 14:22:13,2025-08-24 18:36:18,4.23,User Training | Initial Assessment | Closure | Problem Diagnosis | Satisfaction Survey,Neutral,User Support incident in New York handled by Tech_009
INC00131,Security,Critical,Tech_015,Mumbai,2025-09-20 14:22:13,2025-09-20 20:14:20,5.87,Documentation | Security Testing | Patch Implementation | Compliance Check | Initial Assessment | Vulnerability Assessment,Very Satisfied,Security incident in Mumbai handled by Tech_015
INC00132,Security,Medium,Tech_018,Tokyo,2025-09-21 14:22:13,2025-09-22 08:31:34,18.16,Patch Implementation | Closure | Documentation | User Notification | Security Testing,Dissatisfied,Security incident in Tokyo handled by Tech_018
INC00133,Application,Critical,Tech_012,Mumbai,2025-10-09 14:22:13,2025-10-09 19:00:16,4.63,Documentation | Testing | Bug Identification | Initial Assessment | Deployment,Dissatisfied,Application incident in Mumbai handled by Tech_012
INC00134,Hardware,Medium,Tech_001,London,2025-08-18 14:22:13,2025-08-20 14:49:29,48.45,Initial Assessment | Component Testing | Closure | Hardware Diagnostics | User Training | System Testing,Dissatisfied,Hardware incident in London handled by Tech_001
INC00135,User Support,Low,Tech_020,London,2025-08-29 14:22:13,2025-09-03 11:21:23,116.99,User Training | Documentation | User Interview | Implementation | Satisfaction Survey,Neutral,User Support incident in London handled by Tech_020
INC00136,Security,High,Tech_009,London,2025-10-04 14:22:13,2025-10-04 18:53:19,4.52,Documentation | User Notification | Compliance Check | Patch Implementation,Very Satisfied,Security incident in London handled by Tech_009
INC00137,Hardware,High,Tech_015,London,2025-09-02 14:22:13,2025-09-03 00:04:55,9.71,Part Replacement | Hardware Diagnostics | User Training | Initial Assessment | Closure | Documentation,Dissatisfied,Hardware incident in London handled by Tech_015
INC00138,Network,High,Tech_012,New York,2025-09-06 14:22:13,2025-09-07 05:12:50,14.84,Configuration Check | Closure | Solution Implementation | Root Cause Analysis | Network Diagnostics,Very Satisfied,Network incident in New York handled by Tech_012
INC00139,Application,Medium,Tech_008,Mumbai,2025-10-10 14:22:13,2025-10-12 00:01:27,33.65,Fix Implementation | Deployment | User Acceptance | Database Check | Bug Identification | Initial Assessment | Closure,Neutral,Application incident in Mumbai handled by Tech_008
INC00140,Security,Critical,Tech_017,Mumbai,2025-08-23 14:22:13,2025-08-23 17:25:03,3.05,Security Scan | Threat Analysis | Security Testing | Documentation | Initial Assessment | Vulnerability Assessment | Patch Implementation,Neutral,Security incident in Mumbai handled by Tech_017
INC00141,Application,Medium,Tech_005,Mumbai,2025-09-09 14:22:13,2025-09-12 09:00:47,66.64,Code Review | User Acceptance | Database Check,Neutral,Application incident in Mumbai handled by Tech_005
INC00142,Application,Medium,Tech_011,London,2025-09-19 14:22:13,2025-09-22 11:13:10,68.85,Bug Identification | Code Review | Closure | Log Analysis | Fix Implementation | User Acceptance | Database Check,Satisfied,Application incident in London handled by Tech_011
INC00143,Hardware,Low,Tech_017,London,2025-09-04 14:22:13,2025-09-13 03:51:35,205.49,Component Testing | Performance Verification | Documentation | System Testing,Very Satisfied,Hardware incident in London handled by Tech_017
INC00144,Network,Low,Tech_002,Sydney,2025-09-25 14:22:13,2025-10-01 23:34:26,153.2,Testing | Initial Assessment | Documentation | Solution Implementation | Root Cause Analysis | Configuration Check | Closure,Dissatisfied,Network incident in Sydney handled by Tech_002
INC00145,Application,Critical,Tech_010,Mumbai,2025-10-07 14:22:13,2025-10-07 18:48:48,4.44,Deployment | Testing | Closure | User Acceptance,Satisfied,Application incident in Mumbai handled by Tech_010
INC00146,Hardware,Medium,Tech_011,Tokyo,2025-08-26 14:22:13,2025-08-29 13:39:06,71.28,Documentation | Component Testing | Closure | User Training | System Testing,Very Satisfied,Hardware incident in Tokyo handled by Tech_011
INC00147,Hardware,Medium,Tech_015,New York,2025-09-24 14:22:13,2025-09-26 05:20:46,38.98,Hardware Diagnostics | Initial Assessment | Component Testing | Part Replacement,Dissatisfied,Hardware incident in New York handled by Tech_015
INC00148,Application,Medium,Tech_011,Sydney,2025-08-26 14:22:13,2025-08-27 21:08:00,30.76,Deployment | User Acceptance | Closure | Documentation,Neutral,Application incident in Sydney handled by Tech_011
INC00149,Security,Low,Tech_003,Mumbai,2025-09-09 14:22:13,2025-09-14 12:40:19,118.3,Vulnerability Assessment | Security Testing | Initial Assessment | Documentation,Neutral,Security incident in Mumbai handled by Tech_003
INC00150,Security,Critical,Tech_010,Sydney,2025-10-11 14:22:13,2025-10-11 19:36:22,5.24,Threat Analysis | Patch Implementation | Security Testing | Compliance Check | Vulnerability Assessment | Closure,Very Satisfied,Security incident in Sydney handled by Tech_010
